Word,Language
acte,French
pourquoi,French
interroger,French
hommes,French
changement,French
est allé,French
lumière,French
genre,French
de,French
besoin,French
maison,French
image,French
essayer,French
nous,French
encore,French
animal,French
point,French
mère,French
monde,French
près de,French
construire,French
soi,French
terre,French
père,French
tout,French
nouveau,French
travail,French
partie,French
prendre,French
obtenir,French
lieu,French
fabriqué,French
vivre,French
où,French
après,French
arrière,French
peu,French
seulement,French
tour,French
homme,French
année,French
est venu,French
montrer,French
tous,French
bon,French
moi,French
donner,French
notre,French
sous,French
nom,French
très,French
par,French
juste,French
forme,French
phrase,French
grand,French
penser,French
dire,French
aider,French
faible,French
ligne,French
différer,French
tour,French
la cause,French
beaucoup,French
signifier,French
avant,French
déménagement,French
droit,French
garçon,French
vieux,French
trop,French
même,French
elle,French
tous,French
là,French
quand,French
jusqu’à,French
utiliser,French
votre,French
manière,French
sur,French
beaucoup,French
puis,French
les,French
écrire,French
voudrais,French
comme,French
si,French
ces,French
son,French
long,French
faire,French
chose,French
voir,French
lui,French
deux,French
a,French
regarder,French
plus,French
jour,French
pourrait,French
aller,French
venir,French
fait,French
nombre,French
son,French
aucun,French
plus,French
personnes,French
ma,French
sur,French
savoir,French
eau,French
que,French
appel,French
première,French
qui,French
peut,French
vers le bas,French
côté,French
été,French
maintenant,French
trouver,French
tête,French
supporter,French
propre,French
page,French
devrait,French
pays,French
trouvé,French
réponse,French
école,French
croître,French
étude,French
encore,French
apprendre,French
usine,French
couvercle,French
nourriture,French
soleil,French
quatre,French
entre,French
état,French
garder,French
œil,French
jamais,French
dernier,French
laisser,French
pensée,French
ville,French
arbre,French
traverser,French
ferme,French
dur,French
début,French
puissance,French
histoire,French
scie,French
loin,French
mer,French
tirer,French
gauche,French
tard,French
courir,French
needs a context,French
tandis que,French
presse,French
proche,French
nuit,French
réel,French
vie,French
peu,French
nord,French
livre,French
porter,French
a pris,French
science,French
manger,French
chambre,French
ami,French
a commencé,French
idée,French
poisson,French
montagne,French
Arrêtez,French
une fois,French
base,French
entendre,French
cheval,French
coupe,French
sûr,French
regarder,French
couleur,French
face,French
bois,French
principal,French
ouvert,French
paraître,French
ensemble,French
suivant,French
blanc,French
enfants,French
commencer,French
eu,French
marcher,French
exemple,French
facilité,French
papier,French
groupe,French
toujours,French
musique,French
ceux,French
tous les deux,French
marque,French
souvent,French
lettre,French
jusqu’à ce que,French
mile,French
rivière,French
voiture,French
pieds,French
soins,French
deuxième,French
assez,French
plaine,French
fille,French
habituel,French
jeune,French
prêt,French
au-dessus,French
jamais,French
rouge,French
liste,French
bien que,French
sentir,French
parler,French
oiseau,French
bientôt,French
corps,French
chien,French
famille,French
direct,French
pose,French
laisser,French
chanson,French
mesurer,French
porte,French
produit,French
noir,French
court,French
chiffre,French
classe,French
vent,French
question,French
arriver,French
complète,French
navire,French
zone,French
moitié,French
rock,French
ordre,French
feu,French
sud,French
problème,French
pièce,French
dit,French
savait,French
passer,French
depuis,French
haut,French
ensemble,French
roi,French
rue,French
pouce,French
multiplier,French
rien,French
cours,French
rester,French
roue,French
plein,French
force,French
bleu,French
objet,French
décider,French
surface,French
profond,French
lune,French
île,French
pied,French
système,French
occupé,French
test,French
record,French
bateau,French
commun,French
or,French
possible,French
plan,French
place,French
sec,French
se demander,French
rire,French
mille,French
il ya,French
ran,French
vérifier,French
jeu,French
forme,French
assimiler,French
chaud,French
manquer,French
apporté,French
chaleur,French
neige,French
pneu,French
apporter,French
oui,French
lointain,French
remplir,French
est,French
peindre,French
langue,French
entre,French
unité,French
puissance,French
ville,French
fin,French
certain,French
voler,French
tomber,French
conduire,French
cri,French
sombre,French
machine,French
Note,French
patienter,French
plan,French
figure,French
étoile,French
boîte,French
nom,French
domaine,French
reste,French
correct,French
capable,French
livre,French
Terminé,French
beauté,French
entraînement,French
résisté,French
contenir,French
avant,French
enseigner,French
semaine,French
finale,French
donné,French
vert,French
oh,French
rapide,French
développer,French
océan,French
chaud,French
gratuit,French
minute,French
fort,French
spécial,French
esprit,French
derrière,French
clair,French
queue,French
produire,French
fait,French
espace,French
entendu,French
meilleur,French
heure,French
mieux,French
vrai,French
pendant,French
cent,French
cinq,French
rappeler,French
étape,French
tôt,French
tenir,French
ouest,French
sol,French
intérêt,French
atteindre,French
rapide,French
verbe,French
chanter,French
écouter,French
six,French
table,French
Voyage,French
moins,French
matin,French
dix,French
simple,French
plusieurs,French
voyelle,French
vers,French
guerre,French
poser,French
contre,French
modèle,French
lent,French
centre,French
amour,French
personne,French
argent,French
servir,French
apparaître,French
route,French
carte,French
pluie,French
règle,French
gouverner,French
tirer,French
froid,French
avis,French
voix,French
énergie,French
chasse,French
probable,French
lit,French
frère,French
œuf,French
tour,French
cellule,French
croire,French
peut-être,French
choisir,French
soudain,French
compter,French
carré,French
raison,French
longueur,French
représenter,French
art,French
sujet,French
région,French
taille,French
varier,French
régler,French
parler,French
poids,French
général,French
glace,French
question,French
cercle,French
paire,French
inclure,French
fracture,French
syllabe,French
feutre,French
grandiose,French
balle,French
encore,French
vague,French
tomber,French
cœur,French
h,French
présent,French
lourd,French
danse,French
moteur,French
position,French
bras,French
large,French
voile,French
matériel,French
fraction,French
forêt,French
s’asseoir,French
course,French
fenêtre,French
magasin,French
été,French
train,French
sommeil,French
prouver,French
seul,French
jambe,French
exercice,French
mur,French
capture,French
monture,French
souhaiter,French
ciel,French
conseil,French
joie,French
hiver,French
sat,French
écrit,French
sauvage,French
instrument,French
conservé,French
verre,French
herbe,French
vache,French
emploi,French
bord,French
signe,French
visite,French
passé,French
doux,French
amusement,French
clair,French
gaz,French
temps,French
mois,French
million,French
porter,French
finition,French
heureux,French
espoir,French
fleur,French
vêtir,French
étrange,French
disparu,French
commerce,French
mélodie,French
voyage,French
bureau,French
recevoir,French
rangée,French
bouche,French
exact,French
symbole,French
mourir,French
moins,French
difficulté,French
cri,French
sauf,French
écrit,French
semence,French
ton,French
joindre,French
suggérer,French
propre,French
pause,French
dame,French
cour,French
augmenter,French
mauvais,French
coup,French
huile,French
sang,French
toucher,French
a augmenté,French
cent,French
mélanger,French
équipe,French
fil,French
coût,French
perdu,French
brun,French
porter,French
jardin,French
égal,French
expédié,French
choisir,French
est tombé,French
s’adapter,French
débit,French
juste,French
banque,French
recueillir,French
sauver,French
contrôle,French
décimal,French
oreille,French
autre,French
tout à fait,French
cassé,French
cas,French
milieu,French
tuer,French
fils,French
lac,French
moment,French
échelle,French
fort,French
printemps,French
observer,French
enfant,French
droit,French
consonne,French
nation,French
dictionnaire,French
lait,French
vitesse,French
méthode,French
organe,French
payer,French
âge,French
section,French
robe,French
nuage,French
surprise,French
calme,French
pierre,French
minuscule,French
montée,French
frais,French
conception,French
pauvres,French
lot,French
expérience,French
bas,French
clé,French
fer,French
unique,French
bâton,French
plat,French
vingt,French
peau,French
sourire,French
pli,French
trou,French
sauter,French
bébé,French
huit,French
village,French
se rencontrent,French
racine,French
acheter,French
augmenter,French
résoudre,French
métal,French
si,French
pousser,French
sept,French
paragraphe,French
troisième,French
doit,French
en attente,French
cheveux,French
décrire,French
cuisinier,French
étage,French
chaque,French
résultat,French
brûler,French
colline,French
coffre-fort,French
chat,French
siècle,French
envisager,French
type,French
droit,French
peu,French
côte,French
copie,French
phrase,French
silencieux,French
haut,French
sable,French
sol,French
rouleau,French
température,French
doigt,French
industrie,French
valeur,French
lutte,French
mensonge,French
battre,French
exciter,French
naturel,French
vue,French
sens,French
capital,French
ne sera pas,French
chaise,French
danger,French
fruit,French
riche,French
épais,French
soldat,French
processus,French
fonctionner,French
pratique,French
séparé,French
difficile,French
médecin,French
s’il vous plaît,French
protéger,French
midi,French
récolte,French
moderne,French
élément,French
frapper,French
étudiant,French
coin,French
partie,French
alimentation,French
dont,French
localiser,French
anneau,French
caractère,French
insecte,French
pris,French
période,French
indiquer,French
radio,French
rayon,French
atome,French
humain,French
histoire,French
effet,French
électrique,French
attendre,French
os,French
rail,French
imaginer,French
fournir,French
se mettre d’accord,French
ainsi,French
doux,French
femme,French
capitaine,French
deviner,French
nécessaire,French
net,French
aile,French
créer,French
voisin,French
lavage,French
chauve-souris,French
plutôt,French
foule,French
blé,French
comparer,French
poème,French
chaîne,French
cloche,French
dépendre,French
viande,French
rub,French
tube,French
célèbre,French
dollar,French
courant,French
peur,French
vue,French
mince,French
triangle,French
planète,French
se dépêcher,French
chef,French
colonie,French
horloge,French
mine,French
lien,French
entrer,French
majeur,French
frais,French
recherche,French
envoyer,French
jaune,French
pistolet,French
permettre,French
impression,French
mort,French
place,French
désert,French
costume,French
courant,French
ascenseur,French
rose,French
arriver,French
maître,French
piste,French
mère,French
rivage,French
division,French
feuille,French
substance,French
favoriser,French
relier,French
poste,French
passer,French
corde,French
graisse,French
heureux,French
original,French
part,French
station,French
papa,French
pain,French
charger,French
propre,French
bar,French
proposition,French
segment,French
esclave,French
canard,French
instant,French
marché,French
degré,French
peupler,French
poussin,French
cher,French
ennemi,French
répondre,French
boisson,French
se produire,French
support,French
discours,French
nature,French
gamme,French
vapeur,French
mouvement,French
chemin,French
liquide,French
enregistrer,French
signifiait,French
quotient,French
dents,French
coquille,French
cou,French
oxygène,French
sucre,French
décès,French
assez,French
compétence,French
femmes,French
saison,French
solution,French
aimant,French
argent,French
merci,French
branche,French
rencontre,French
suffixe,French
particulièrement,French
figue,French
peur,French
énorme,French
sœur,French
acier,French
discuter,French
avant,French
similaire,French
guider,French
expérience,French
score,French
pomme,French
acheté,French
LED,French
pas,French
manteau,French
masse,French
carte,French
bande,French
corde,French
glissement,French
gagner,French
rêver,French
soirée,French
condition,French
alimentation,French
outil,French
total,French
de base,French
odeur,French
vallée,French
ni,French
double,French
siège,French
continuer,French
bloc,French
graphique,French
chapeau,French
vendre,French
succès,French
entreprise,French
soustraire,French
événement,French
particulier,French
accord,French
baignade,French
terme,French
opposé,French
femme,French
chaussure,French
épaule,French
propagation,French
organiser,French
camp,French
inventer,French
coton,French
né,French
déterminer,French
litre,French
neuf,French
camion,French
bruit,French
niveau,French
chance,French
recueillir,French
boutique,French
tronçon,French
jeter,French
éclat,French
propriété,French
colonne,French
molécule,French
sélectionner,French
mal,French
gris,French
répétition,French
exiger,French
large,French
préparer,French
sel,French
nez,French
pluriel,French
colère,French
revendication,French
continent…,French
Sul sul,Simlish
Chumcha,Simlish
Ongie,Simlish
Plum,Simlish
Dag Dag,Simlish
Deg Deg,Simlish
Sperk,Simlish
Nooboo,Simlish
Checkmar,Simlish
Om za gleb,Simlish
Vous,Simlish
Laka,Simlish
Zo hungwah,Simlish
Vens unch?,Simlish
Fretishe,Simlish
Miza,Simlish
Clops,Simlish
Kik,Simlish
Mik Up,Simlish
Dobbinips,Simlish
Litzergam,Simlish
Vadish,Simlish
Shooflee,Simlish
Chika,Simlish
Mik,Simlish
Mak,Simlish
Maka,Simlish
Kat,Simlish
Gerbit,Simlish
Wabadebadoo,Simlish
Zep tor maboo,Simlish
Fruby,Simlish
Nart,Simlish
Nu,Simlish
Lass,Simlish
Wub mezino,Simlish
Nubba,Simlish
Gronk,Simlish
Shurb,Simlish
Woven,Simlish
Minnai,Simlish
Dwam,Simlish
Ilana,Simlish
Jigga,Simlish
Ne,Simlish
Blow,Simlish
It,Simlish
Yib-Sim,Simlish
Woofum,Simlish
Om,Simlish
Gr,Simlish
Caba,Simlish
Wui,Simlish
Bay,Simlish
Neeba zow,Simlish
Jadosi,Simlish
Neep,Simlish
Aws,Simlish
Garsha,Simlish
Zow Cay,Simlish
Zagadoo,Simlish
Oropea,Simlish
Caribea,Simlish
Posha,Simlish
Gur,Simlish
Gurn,Simlish
Ah,Simlish
Binkt,Simlish
Marf,Simlish
Apper,Simlish
Nerk,Simlish
Yibsim,Simlish
Bweb,Simlish
Stamby,Simlish
Zerpa,Simlish
Powey,Simlish
Heb,Simlish
Brich,Simlish
Docturg,Simlish
Bicoler,Simlish
Luv,Simlish
Sugnorg,Simlish
Can't,Simlish
Roli nowster,Simlish
Cul,Simlish
Gutta,Simlish
Case,Simlish
Fuens,Simlish
Roo,Simlish
Fweeka,Simlish
Foo,Simlish
Minza bar,Simlish
Really,Simlish
Va,Simlish
Fa,Simlish
Ninap,Simlish
Tinap,Simlish
Tinip,Simlish
Ka,Simlish
Hap,Simlish
Cou,Simlish
Ip,Simlish
Aw,Simlish
Nip,Simlish
Taw,Simlish
Deboo,Simlish
Arogaba,Simlish
Yibbs,Simlish
Yibbsy,Simlish
Neib,Simlish
Wut sa dib,Simlish
-ā,Tolkien Elvish
-ā̆,Tolkien Elvish
ā,Tolkien Elvish
ā̆,Tolkien Elvish
aba-,Tolkien Elvish
abar(o),Tolkien Elvish
ab(a)sene-,Tolkien Elvish
abta,Tolkien Elvish
ad(a),Tolkien Elvish
-ai,Tolkien Elvish
ai,Tolkien Elvish
aikwā,Tolkien Elvish
airē,Tolkien Elvish
airō,Tolkien Elvish
aklar(a),Tolkien Elvish
akkal-,Tolkien Elvish
akla-,Tolkien Elvish
aklāra,Tolkien Elvish
aklari(n)kwā,Tolkien Elvish
aktō,Tolkien Elvish
akwā,Tolkien Elvish
ala-ā-mene,Tolkien Elvish
-(a)lē,Tolkien Elvish
alkwā,Tolkien Elvish
am-,Tolkien Elvish
am(a),Tolkien Elvish
amal,Tolkien Elvish
amba,Tolkien Elvish
ambar,Tolkien Elvish
ambō,Tolkien Elvish
ambu(na),Tolkien Elvish
ammat-,Tolkien Elvish
amtā-,Tolkien Elvish
amtā,Tolkien Elvish
ān(a),Tolkien Elvish
anak,Tolkien Elvish
Anār,Tolkien Elvish
and(ă),Tolkien Elvish
andā,Tolkien Elvish
angā,Tolkien Elvish
ankā,Tolkien Elvish
annā,Tolkien Elvish
antā-,Tolkien Elvish
ap’lata,Tolkien Elvish
ap-pata,Tolkien Elvish
ara,Tolkien Elvish
aras(sō),Tolkien Elvish
arātā,Tolkien Elvish
árātō,Tolkien Elvish
-(a)rē,Tolkien Elvish
arn(a)-,Tolkien Elvish
arphō,Tolkien Elvish
artaurē,Tolkien Elvish
arthā,Tolkien Elvish
as(a),Tolkien Elvish
asa-,Tolkien Elvish
áse,Tolkien Elvish
asmarō,Tolkien Elvish
-(a)sta,Tolkien Elvish
as’tāră,Tolkien Elvish
at,Tolkien Elvish
ata,Tolkien Elvish
atar,Tolkien Elvish
(a)tata,Tolkien Elvish
atatya,Tolkien Elvish
athmō,Tolkien Elvish
at-kwet,Tolkien Elvish
atta,Tolkien Elvish
aþayā,Tolkien Elvish
aþra-,Tolkien Elvish
au-,Tolkien Elvish
(au)be,Tolkien Elvish
aumat-,Tolkien Elvish
auri,Tolkien Elvish
awa-,Tolkien Elvish
awā,Tolkien Elvish
áwa-,Tolkien Elvish
ăwă,Tolkien Elvish
awā-da,Tolkien Elvish
aw(a)delo,Tolkien Elvish
awādelo,Tolkien Elvish
aw’tha,Tolkien Elvish
-ayā,Tolkien Elvish
áyan,Tolkien Elvish
ayanā,Tolkien Elvish
bākwet-,Tolkien Elvish
Balaniā,Tolkien Elvish
banayā,Tolkien Elvish
bani,Tolkien Elvish
wanwa,Tolkien Elvish
banya,Tolkien Elvish
Baradā,Tolkien Elvish
barani,Tolkien Elvish
barathī,Tolkien Elvish
bāta-,Tolkien Elvish
bē,Tolkien Elvish
-b(iy)ē,Tolkien Elvish
buzbō,Tolkien Elvish
camta-,Tolkien Elvish
-da,Tolkien Elvish
-dā,Tolkien Elvish
daira,Tolkien Elvish
dalath,Tolkien Elvish
dankĭna,Tolkien Elvish
dāra,Tolkien Elvish
de,Tolkien Elvish
dē/lē,Tolkien Elvish
dede,Tolkien Elvish
delkā,Tolkien Elvish
delwa,Tolkien Elvish
delya,Tolkien Elvish
delya-,Tolkien Elvish
delya-²,Tolkien Elvish
dene,Tolkien Elvish
dērā,Tolkien Elvish
deulē,Tolkien Elvish
dirnā,Tolkien Elvish
dōmē,Tolkien Elvish
dond(a),Tolkien Elvish
dorno,Tolkien Elvish
Droban-yon,Tolkien Elvish
dūbā,Tolkien Elvish
duinē,Tolkien Elvish
durnu,Tolkien Elvish
edelā,Tolkien Elvish
edelō,Tolkien Elvish
ekka,Tolkien Elvish
ektā-,Tolkien Elvish
ektel-,Tolkien Elvish
(e)kwē̆,Tolkien Elvish
ekwē,Tolkien Elvish
ēl,Tolkien Elvish
el-ā,Tolkien Elvish
eledā,Tolkien Elvish
elen,Tolkien Elvish
elenā,Tolkien Elvish
elen-barathī,Tolkien Elvish
elwe,Tolkien Elvish
en,Tolkien Elvish
eñ-,Tolkien Elvish
ened,Tolkien Elvish
enete,Tolkien Elvish
enkeya,Tolkien Elvish
eñna,Tolkien Elvish
ent,Tolkien Elvish
epe,Tolkien Elvish
erikwa,Tolkien Elvish
eryā,Tolkien Elvish
et,Tolkien Elvish
etkat-,Tolkien Elvish
et-kelē,Tolkien Elvish
etkoiru-,Tolkien Elvish
etkuinu-,Tolkien Elvish
etlendā,Tolkien Elvish
etlō,Tolkien Elvish
et-pel,Tolkien Elvish
etr-,Tolkien Elvish
ettul-,Tolkien Elvish
ezdē,Tolkien Elvish
for-,Tolkien Elvish
gaili,Tolkien Elvish
gairā,Tolkien Elvish
galā-,Tolkien Elvish
galadā,Tolkien Elvish
galadarembinā,Tolkien Elvish
galādu,Tolkien Elvish
galmā,Tolkien Elvish
gampa,Tolkien Elvish
gardā,Tolkien Elvish
gāyā,Tolkien Elvish
gayakā,Tolkien Elvish
gayār,Tolkien Elvish
gilyā,Tolkien Elvish
glada-,Tolkien Elvish
glaware,Tolkien Elvish
glindā,Tolkien Elvish
gō,Tolkien Elvish
gollo,Tolkien Elvish
gon-,Tolkien Elvish
gondō,Tolkien Elvish
gōr(i)kubā,Tolkien Elvish
grā,Tolkien Elvish
grauk-,Tolkien Elvish
grawa,Tolkien Elvish
grottā,Tolkien Elvish
gwā-ƀandina,Tolkien Elvish
gwa-lassiē,Tolkien Elvish
gwendē,Tolkien Elvish
gwenyā,Tolkien Elvish
heke,Tolkien Elvish
hekelā,Tolkien Elvish
heklanā,Tolkien Elvish
heklō,Tolkien Elvish
hektā,Tolkien Elvish
hek-wā,Tolkien Elvish
hō,Tolkien Elvish
hōmen,Tolkien Elvish
hrā,Tolkien Elvish
hyōba,Tolkien Elvish
ʒandā,Tolkien Elvish
ʒō,Tolkien Elvish
ʒorē,Tolkien Elvish
-i,Tolkien Elvish
-ī¹,Tolkien Elvish
-ī²,Tolkien Elvish
īb-,Tolkien Elvish
-iel,Tolkien Elvish
-ikwā,Tolkien Elvish
-il,Tolkien Elvish
ilū,Tolkien Elvish
-imā,Tolkien Elvish
imbē,Tolkien Elvish
imbi,Tolkien Elvish
imbi-lătă,Tolkien Elvish
imde,Tolkien Elvish
immā,Tolkien Elvish
immō,Tolkien Elvish
imte,Tolkien Elvish
-inā,Tolkien Elvish
indō,Tolkien Elvish
-i(n)kĭ,Tolkien Elvish
-(i)ondo,Tolkien Elvish
ista-,Tolkien Elvish
-ita,Tolkien Elvish
-iti,Tolkien Elvish
itrā,Tolkien Elvish
-ittā,Tolkien Elvish
-(i)yē,Tolkien Elvish
-iyē¹,Tolkien Elvish
-iyē²,Tolkien Elvish
-kā̆,Tolkien Elvish
kā,Tolkien Elvish
kainu-,Tolkien Elvish
kaita-,Tolkien Elvish
kal-,Tolkien Elvish
kala-kwendī,Tolkien Elvish
kalánt-,Tolkien Elvish
kalas-,Tolkien Elvish
kalat,Tolkien Elvish
kalatta,Tolkien Elvish
kalinā,Tolkien Elvish
kalma,Tolkien Elvish
kalta-,Tolkien Elvish
kambā,Tolkien Elvish
kamprū,Tolkien Elvish
kānā,Tolkien Elvish
kanakwe,Tolkien Elvish
kanatā,Tolkien Elvish
kānō,Tolkien Elvish
kanta,Tolkien Elvish
kantaya,Tolkien Elvish
kar-,Tolkien Elvish
karandi,Tolkien Elvish
karani,Tolkien Elvish
karijendi,Tolkien Elvish
kārimā,Tolkien Elvish
kas,Tolkien Elvish
kasd(a),Tolkien Elvish
kasma,Tolkien Elvish
kasraya,Tolkien Elvish
kat-,Tolkien Elvish
katal,Tolkien Elvish
kawa,Tolkien Elvish
kāwāk,Tolkien Elvish
kawāk,Tolkien Elvish
KEG,Tolkien Elvish
keglē,Tolkien Elvish
kegyā,Tolkien Elvish
kel(e)bē,Tolkien Elvish
kelebō,Tolkien Elvish
kelekā,Tolkien Elvish
kelu-,Tolkien Elvish
kelumē,Tolkien Elvish
kelus,Tolkien Elvish
kelutā-,Tolkien Elvish
keme,Tolkien Elvish
kemen,Tolkien Elvish
kenásĭta,Tolkien Elvish
keule,Tolkien Elvish
keurā,Tolkien Elvish
keu̯rānā,Tolkien Elvish
kēwā,Tolkien Elvish
khā,Tolkien Elvish
khabdā,Tolkien Elvish
khabnā,Tolkien Elvish
khadmā,Tolkien Elvish
khādo,Tolkien Elvish
khagdā¹,Tolkien Elvish
khagdā²,Tolkien Elvish
khamu-,Tolkien Elvish
khazd-,Tolkien Elvish
kherī,Tolkien Elvish
kheru-,Tolkien Elvish
kherū,Tolkien Elvish
kherūnī,Tolkien Elvish
khimīti,Tolkien Elvish
khĭn-,Tolkien Elvish
khīnā,Tolkien Elvish
khō̆,Tolkien Elvish
khōgo,Tolkien Elvish
kholjē,Tolkien Elvish
khollō̆,Tolkien Elvish
khōm,Tolkien Elvish
khomlō,Tolkien Elvish
khotta,Tolkien Elvish
khottă,Tolkien Elvish
khyā̆,Tolkien Elvish
khyana,Tolkien Elvish
khyē̆,Tolkien Elvish
ki,Tolkien Elvish
kirissi,Tolkien Elvish
kirtē,Tolkien Elvish
kiryā,Tolkien Elvish
kiryaktō,Tolkien Elvish
kiukā,Tolkien Elvish
k’la,Tolkien Elvish
koiru-,Tolkien Elvish
koitā-,Tolkien Elvish
kuitā-,Tolkien Elvish
kuldā,Tolkien Elvish
kūma,Tolkien Elvish
kundō,Tolkien Elvish
kurwē,Tolkien Elvish
-kwā,Tolkien Elvish
kwāra,Tolkien Elvish
kwayam,Tolkien Elvish
kwēn,Tolkien Elvish
kwendā,Tolkien Elvish
kwende,Tolkien Elvish
kwentrō,Tolkien Elvish
kwenyā,Tolkien Elvish
kwet-,Tolkien Elvish
kwetnā,Tolkien Elvish
kwinde,Tolkien Elvish
kyaw-,Tolkien Elvish
kyelepē,Tolkien Elvish
kyulmā,Tolkien Elvish
-lā,Tolkien Elvish
lā-,Tolkien Elvish
lā̆,Tolkien Elvish
lab-,Tolkien Elvish
labdē,Tolkien Elvish
labmā,Tolkien Elvish
labmē,Tolkien Elvish
laikā,Tolkien Elvish
laikwā,Tolkien Elvish
lairē,Tolkien Elvish
lamā̆n(a),Tolkien Elvish
lambā,Tolkien Elvish
lambē,Tolkien Elvish
lāmina,Tolkien Elvish
langa,Tolkien Elvish
langō,Tolkien Elvish
lañna,Tolkien Elvish
lasa,Tolkien Elvish
lassē,Tolkien Elvish
lauka,Tolkien Elvish
lawā,Tolkien Elvish
le,Tolkien Elvish
ledmē,Tolkien Elvish
lednē,Tolkien Elvish
ledya-,Tolkien Elvish
le(n)dembassē,Tolkien Elvish
leñwe,Tolkien Elvish
lepe,Tolkien Elvish
lepene,Tolkien Elvish
lepenya,Tolkien Elvish
leper,Tolkien Elvish
lepero,Tolkien Elvish
lepetā,Tolkien Elvish
lepethron,Tolkien Elvish
le tulir,Tolkien Elvish
lḗ tuli,Tolkien Elvish
tuli lḗ,Tolkien Elvish
āle tuli,Tolkien Elvish
lĭmbĭ,Tolkien Elvish
limi,Tolkien Elvish
lindā,Tolkien Elvish
linde,Tolkien Elvish
liru-,Tolkien Elvish
lissĭ-,Tolkien Elvish
lisyā,Tolkien Elvish
lō¹,Tolkien Elvish
lō²,Tolkien Elvish
loga,Tolkien Elvish
logna,Tolkien Elvish
lossē,Tolkien Elvish
lossĭ,Tolkien Elvish
loth,Tolkien Elvish
lotho/a,Tolkien Elvish
lotse,Tolkien Elvish
lotta-,Tolkien Elvish
lū,Tolkien Elvish
lubbu,Tolkien Elvish
lugni,Tolkien Elvish
luʒu,Tolkien Elvish
luini,Tolkien Elvish
lukma,Tolkien Elvish
lungu,Tolkien Elvish
-lwa,Tolkien Elvish
-lwe,Tolkien Elvish
-lyā,Tolkien Elvish
-m,Tolkien Elvish
-mā,Tolkien Elvish
mā,Tolkien Elvish
magiti,Tolkien Elvish
magrā,Tolkien Elvish
magtā-,Tolkien Elvish
maha,Tolkien Elvish
mahsi,Tolkien Elvish
maʒsē,Tolkien Elvish
mai,Tolkien Elvish
maikā¹,Tolkien Elvish
maikā²,Tolkien Elvish
mailiki,Tolkien Elvish
maita-,Tolkien Elvish
māīta,Tolkien Elvish
makla,Tolkien Elvish
makwā,Tolkien Elvish
mā-limi,Tolkien Elvish
malnā,Tolkien Elvish
malu,Tolkien Elvish
māmā,Tolkien Elvish
mammata-,Tolkien Elvish
manrā,Tolkien Elvish
maslā,Tolkien Elvish
masta-,Tolkien Elvish
mat-,Tolkien Elvish
matnā,Tolkien Elvish
matulā,Tolkien Elvish
matwā,Tolkien Elvish
matyā-,Tolkien Elvish
matˢtimā,Tolkien Elvish
Māya,Tolkien Elvish
mazgā,Tolkien Elvish
mazgō,Tolkien Elvish
mbā,Tolkien Elvish
mbandō,Tolkien Elvish
mbar-,Tolkien Elvish
ṃbar,Tolkien Elvish
mbar(ă),Tolkien Elvish
mbard(a),Tolkien Elvish
mbardā,Tolkien Elvish
mbar-ndor,Tolkien Elvish
mbartā,Tolkien Elvish
ṃbart(ă),Tolkien Elvish
mbassē,Tolkien Elvish
mbasta,Tolkien Elvish
mbazdā,Tolkien Elvish
(m)belek-,Tolkien Elvish
ṃbono,Tolkien Elvish
me,Tolkien Elvish
mē̆,Tolkien Elvish
-(u)mē,Tolkien Elvish
meinā,Tolkien Elvish
melā-,Tolkien Elvish
mēlā̆-mbar,Tolkien Elvish
melnā,Tolkien Elvish
-mē̆n,Tolkien Elvish
mēn-,Tolkien Elvish
menel,Tolkien Elvish
mī,Tolkien Elvish
mikrā,Tolkien Elvish
min,Tolkien Elvish
mīni,Tolkien Elvish
min(i)kewē̆,Tolkien Elvish
minya,Tolkien Elvish
mīrĭ,Tolkien Elvish
miru̯(a)-wōrĭ,Tolkien Elvish
-m(iy)ē,Tolkien Elvish
mizdē,Tolkien Elvish
mō,Tolkien Elvish
moina,Tolkien Elvish
mōja-,Tolkien Elvish
mōl,Tolkien Elvish
mori,Tolkien Elvish
morikwende,Tolkien Elvish
mornā,Tolkien Elvish
mor(o)kē,Tolkien Elvish
morokō,Tolkien Elvish
-na,Tolkien Elvish
-nā,Tolkien Elvish
nābā,Tolkien Elvish
naikē,Tolkien Elvish
najak,Tolkien Elvish
najakō,Tolkien Elvish
ñaldā,Tolkien Elvish
nanmen-,Tolkien Elvish
nāpa,Tolkien Elvish
nāro,Tolkien Elvish
năta,Tolkien Elvish
nathlo,Tolkien Elvish
naukā,Tolkien Elvish
nazgā,Tolkien Elvish
nazgwē,Tolkien Elvish
ndagwē,Tolkien Elvish
ndakna,Tolkien Elvish
ndakta-,Tolkien Elvish
ndan-,Tolkien Elvish
ndandō,Tolkien Elvish
ndangwetha,Tolkien Elvish
ndanmē,Tolkien Elvish
ndē̆r,Tolkien Elvish
-ndĭ,Tolkien Elvish
ndī,Tolkien Elvish
-ndīl,Tolkien Elvish
ndilā-,Tolkien Elvish
ndīlī,Tolkien Elvish
ndī̆s,Tolkien Elvish
ndorē,Tolkien Elvish
ndōro,Tolkien Elvish
ṇdūnē,Tolkien Elvish
-ndūr,Tolkien Elvish
(n)dūrā,Tolkien Elvish
ndūtā-,Tolkien Elvish
ndūya-,Tolkien Elvish
-nē,Tolkien Elvish
nē,Tolkien Elvish
nebā,Tolkien Elvish
negdē,Tolkien Elvish
neila,Tolkien Elvish
nektē,Tolkien Elvish
